userId,movieId,rating,timestamp,user,movie
1,1,0.7777777777777778,964982703,0,0
1,3,0.7777777777777778,964981247,0,1
1,6,0.7777777777777778,964982224,0,2
1,47,1.0,964983815,0,3
1,50,1.0,964982931,0,4
1,70,0.5555555555555556,964982400,0,5
1,101,1.0,964980868,0,6
1,110,0.7777777777777778,964982176,0,7
1,151,1.0,964984041,0,8
1,157,1.0,964984100,0,9
1,163,1.0,964983650,0,10
1,216,1.0,964981208,0,11
1,223,0.5555555555555556,964980985,0,12
1,231,1.0,964981179,0,13
1,235,0.7777777777777778,964980908,0,14
1,260,1.0,964981680,0,15
1,296,0.5555555555555556,964982967,0,16
1,316,0.5555555555555556,964982310,0,17
1,333,1.0,964981179,0,18
1,349,0.7777777777777778,964982563,0,19
1,356,0.7777777777777778,964980962,0,20
1,362,1.0,964982588,0,21
1,367,0.7777777777777778,964981710,0,22
1,423,0.5555555555555556,964982363,0,23
1,441,0.7777777777777778,964980868,0,24
1,457,1.0,964981909,0,25
1,480,0.7777777777777778,964982346,0,26
1,500,0.5555555555555556,964981208,0,27
1,527,1.0,964984002,0,28
1,543,0.7777777777777778,964981179,0,29
1,552,0.7777777777777778,964982653,0,30
1,553,1.0,964984153,0,31
1,590,0.7777777777777778,964982546,0,32
1,592,0.7777777777777778,964982271,0,33
1,593,0.7777777777777778,964983793,0,34
1,596,1.0,964982838,0,35
1,608,1.0,964982931,0,36
1,648,0.5555555555555556,964982563,0,37
1,661,1.0,964982838,0,38
1,673,0.5555555555555556,964981775,0,39
1,733,0.7777777777777778,964982400,0,40
1,736,0.5555555555555556,964982653,0,41
1,780,0.5555555555555556,964984086,0,42
1,804,0.7777777777777778,964980499,0,43
1,919,1.0,964982475,0,44
1,923,1.0,964981529,0,45
1,940,1.0,964982176,0,46
1,943,0.7777777777777778,964983614,0,47
1,954,1.0,964983219,0,48
1,1009,0.5555555555555556,964981775,0,49
1,1023,1.0,964982681,0,50
1,1024,1.0,964982876,0,51
1,1025,1.0,964982791,0,52
1,1029,1.0,964982855,0,53
1,1030,0.5555555555555556,964982903,0,54
1,1031,1.0,964982653,0,55
1,1032,1.0,964982791,0,56
1,1042,0.7777777777777778,964981179,0,57
1,1049,1.0,964982400,0,58
1,1060,0.7777777777777778,964980924,0,59
1,1073,1.0,964981680,0,60
1,1080,1.0,964981327,0,61
1,1089,1.0,964982951,0,62
1,1090,0.7777777777777778,964984018,0,63
1,1092,1.0,964983484,0,64
1,1097,1.0,964981680,0,65
1,1127,0.7777777777777778,964982513,0,66
1,1136,1.0,964981327,0,67
1,1196,1.0,964981827,0,68
1,1197,1.0,964981872,0,69
